CommentID,AnswerID,CommenterID,CommentDate,CommentTextLen,Reputation,CommentAge,IsAccepted,CommentTextProc,CommentScore,Sentiment,Label,Group,IsUseful,IsUsefulSum,AnswerDate,ByAsker,ByAnswerer,ByOtherAnswerer,ByCommenter,ByOutsider,AnswererID,QuestionID,AskerID,ByInsider
17894478,307926,6309,2012-10-31 08:15:09,224,252931,1440.12959490741,TRUE,<CALL> unfortun jqueri not fort tag illustr <URL> would better tri contact one gurus <URL>,0,0.128,19,6,1,1,2008-11-21 05:08:32,0,1,0,0,0,6309,307882,3594,1
173963,337999,17744,2008-12-03 17:38:53,33,1477,0.00667824074074074,TRUE,realli realli stupid featur,2,-0.6087,13,4,1,1,2008-12-03 17:29:16,0,0,0,0,1,3043,337986,35441,0
180682,346901,3043,2008-12-06 23:00:26,111,13615,0.0241319444444444,FALSE,upvot ever assum sort order becaus way show queri tool one time,1,0,1,1,0,0,2008-12-06 22:25:41,0,0,0,1,0,41861,346659,31641,1
1646859,387225,7714,2009-11-19 12:45:06,78,21171,331.687847222222,TRUE,santos mvc next request mvc beta when next read,0,0,16,6,1,1,2008-12-22 20:14:36,0,1,0,0,0,7714,387124,32240,1
230450,404852,9611,2009-01-01 19:42:09,76,3531,0.366643518518519,TRUE,constant left defeat purpos abl read aloud,18,-0.4588,20,7,0,0,2009-01-01 10:54:11,0,1,0,0,0,9611,404838,41861,1
242260,417942,40667,2009-01-06 20:26:29,35,131,0.00710648148148148,FALSE,might function not sproc,0,0,5,3,1,1,2009-01-06 20:16:15,0,0,1,0,0,38813,417898,0,1
451082,417942,60234,2009-03-12 09:15:15,300,466,64.5409722222222,FALSE,not realli want call function where claus forc function call everi possibl row result set product tabl big veri expens oper think excel exampl whi not use sproc function,0,0.5042,4,2,1,1,2009-01-06 20:16:15,0,0,0,0,1,38813,417898,0,0
246671,418698,6330,2009-01-08 01:08:15,289,1356,1.0474537037037,FALSE,side note default root place put file probabl want choos execut subdirectori end root applic bundl look subdirectori where would normal look file find file need within,1,0.0772,18,6,1,1,2009-01-06 23:59:55,0,0,0,0,1,34218,418680,11125,0
262695,419200,13430,2009-01-13 20:25:29,152,3384,6.65918981481482,FALSE,much post ignor exist also mani compil offer restrict keyword ensur not pointer alias extens,4,-0.7096,18,6,1,1,2009-01-07 04:36:15,0,0,0,0,1,2789,418914,3799,0
1882574,424664,140894,2009-12-28 07:48:30,135,98,353.679675925926,FALSE,sinc string <CODE> obvious string use case would safer initi nul string rather none <CODE>,0,0.4215,5,3,1,1,2009-01-08 15:29:46,0,0,0,1,0,1577190,282329,2766176,1
262943,440661,1030,2009-01-13 21:35:16,78,1197,0.0467476851851852,FALSE,number line relev new line charact string,0,0.0772,5,3,1,1,2009-01-13 20:27:57,0,0,0,0,1,23740,440645,0,0
480056,451649,80410,2009-03-20 15:22:01,43,115,62.8259490740741,FALSE,not lisp dialect equal power,3,0.4215,13,4,1,1,2009-01-16 19:32:39,0,0,1,0,0,2443,451619,51923,1
480056,451649,80410,2009-03-20 15:22:01,198,115,62.8259490740741,FALSE,unless least power mean implement which case ture complet program languag equal power question becom nonsens,3,0.6808,18,6,1,1,2009-01-16 19:32:39,0,0,1,0,0,2443,451619,51923,1
308829,492449,3207,2009-01-29 20:05:49,178,1690,0.137453703703704,TRUE,not ask custom view show front page rather front page which rather complex involv copi modifi admin index templat,2,0,18,6,1,1,2009-01-29 16:47:53,0,0,0,0,1,59058,489429,12870,0
49314151,529963,3285954,2015-06-03 15:13:15,166,439,2304.75422453704,FALSE,mention project solut inevit result break solut when new depend refactor done,3,0.4563,9,4,1,1,2009-02-09 21:07:10,0,0,0,0,1,26983,529907,9855,0
49314151,529963,3285954,2015-06-03 15:13:15,192,439,2304.75422453704,FALSE,better approach project onli one solut refer binari solut get free use use project compon solut,3,0.872,17,6,1,1,2009-02-09 21:07:10,0,0,0,0,1,26983,529907,9855,0
381532,570103,62391,2009-02-20 16:08:45,31,347,0.00949074074074074,FALSE,okay look,0,0.2942,20,7,0,0,2009-02-20 15:55:05,1,0,0,0,0,30568,570052,62391,1
381973,570103,4997,2009-02-20 17:32:45,108,3613,0.0678240740740741,FALSE,<CALL> look smasher think otl extern entiti henc explan,0,0,18,6,1,1,2009-02-20 15:55:05,0,0,0,1,0,30568,570052,62391,1
403710,591601,20770,2009-02-26 18:40:26,295,854,0.0431481481481482,TRUE,<CALL> agre specifi simplifi put full better illustr point also even though css spec say specif what determin how thing get appli doe not alway follow experi later stuff like win,0,0.8578,18,6,1,1,2009-02-26 17:38:18,0,1,0,0,0,20770,591560,35026,1
70187404,604042,107409,2017-01-05 17:15:34,48,24093,2865.83053240741,TRUE,test window window,1,0,3,2,1,1,2009-03-02 21:19:36,0,0,0,0,1,4660,44980,1588,0
27004753,606174,2326914,2013-08-22 18:33:52,84,3676,1633.26258101852,FALSE,depend invers depend inject far thing,1,0,13,4,1,1,2009-03-03 12:15:45,0,0,0,0,1,20402,606126,30316,0
429648,616196,0,2009-03-05 21:59:45,20,,0.116967592592593,FALSE,yes,0,0.4019,18,6,1,1,2009-03-05 19:11:19,0,0,0,0,0,66692,616161,0,0
429798,616196,66692,2009-03-05 22:31:44,116,3607,0.139178240740741,FALSE,see <URL> take letter pattern but word,0,0,19,6,1,1,2009-03-05 19:11:19,0,1,0,0,0,66692,616161,0,1
23365830,631149,238419,2013-05-01 12:20:07,93,23503,1512.82070601852,FALSE,doe privat member array count local sinc not access locat ?,0,0,14,5,1,1,2009-03-10 16:38:18,0,0,0,0,1,55208,631123,51816,0
30425981,641479,1105214,2013-12-04 15:04:05,49,743,1727.43686342593,FALSE,think merg support,3,0.3182,18,6,1,1,2009-03-13 04:35:00,0,0,0,0,1,4035,639854,0,0
472387,650533,33213,2009-03-18 16:19:59,134,12354,2.09802083333333,TRUE,far malloc exampl goe cast would not shun programm but also especi programm,26,0,9,4,1,1,2009-03-16 13:58:50,0,0,1,0,0,1527,649789,0,1
472387,650533,33213,2009-03-18 16:19:59,171,12354,2.09802083333333,TRUE,good reason leav cast code not necessari may conceal error yeah treat two distinct languag,26,0.8625,18,6,1,1,2009-03-16 13:58:50,0,0,1,0,0,1527,649789,0,1
464439,651107,65611,2009-03-16 16:19:25,141,875,0.00119212962962963,TRUE,well said except alway thought softwar engin fair profession mayb like softwar develop clean shirt,0,0.8173,20,7,0,0,2009-03-16 16:17:42,0,0,0,0,1,6063,651093,47522,0
67563816,696120,3153508,2016-10-20 06:44:07,42,118,2761.03180555556,FALSE,<CALL> cooper say devenv not valid,0,0,10,4,1,1,2009-03-30 05:58:19,0,0,0,0,1,832,336235,26788,0
67563816,696120,3153508,2016-10-20 06:44:07,20,118,2761.03180555556,FALSE,what suppos,0,0,14,5,1,1,2009-03-30 05:58:19,0,0,0,0,1,832,336235,26788,0
510298,696380,21925,2009-03-30 13:51:13,183,1123,0.234016203703704,TRUE,but onli solv compil error doe not actual fix logic could consid wors sinc compil not tell forgot implement someth,5,-0.5719,9,4,1,1,2009-03-30 08:14:14,0,0,0,0,1,55774,696350,53191,0
44958843,697064,1802826,2015-02-03 16:23:19,348,89,2136.14542824074,TRUE,tri solut command rsync exclud rsync exclud list txt delet progress stat human readabl checksum timeout partial dir tmp rsync host tmp tmp <CODE> but exit error messag not file directori server myserv crash exit code respawn <CODE>,0,-0.6908,10,4,1,1,2009-03-30 12:53:54,0,0,0,0,1,58803,696839,3715,0
44958843,697064,1802826,2015-02-03 16:23:19,14,89,2136.14542824074,TRUE,ani idea whi ?,0,0,14,5,1,1,2009-03-30 12:53:54,0,0,0,0,1,58803,696839,3715,0
3746045,702024,147141,2010-08-26 05:08:29,20,7206,512.506828703704,TRUE,lifesav,3,0.6239,1,1,0,0,2009-03-31 16:58:39,0,0,0,0,1,,93900,10523,0
548288,732408,209,2009-04-10 03:41:05,14,1380,1.12414351851852,FALSE,good approach,0,0.4926,1,1,0,1,2009-04-09 00:42:19,1,0,0,0,0,12950,724417,209,1
548288,732408,209,2009-04-10 03:41:05,26,1380,1.12414351851852,FALSE,thank think,0,0.4926,1,1,0,1,2009-04-09 00:42:19,1,0,0,0,0,12950,724417,209,1
548288,732408,209,2009-04-10 03:41:05,99,1380,1.12414351851852,FALSE,not think recent read extens point mvc not know,0,0,2,2,1,1,2009-04-09 00:42:19,1,0,0,0,0,12950,724417,209,1
2937047,785086,150327,2010-05-22 16:21:58,52,1509,393.300219907407,TRUE,one may want use string ascii letter <CODE>,1,0.0772,16,6,1,1,2009-04-24 09:09:39,0,0,0,0,1,6475,785058,64941,0
599471,789011,8206,2009-04-25 14:17:24,126,4260,0.00300925925925926,FALSE,yep nest solut one viabl altern unfortun becom less viabl nest level deepen,19,0.2732,9,4,1,1,2009-04-25 14:13:04,1,0,0,0,0,15168,788903,8206,1
599552,789068,53114,2009-04-25 15:06:53,63,11407,0.0102777777777778,TRUE,better use generic monospac specif courier,1,0.4404,5,3,1,1,2009-04-25 14:52:05,0,0,0,0,1,16587,789064,1688440,0
602106,791675,33212,2009-04-26 23:08:33,156,182,0.0531597222222222,FALSE,add css style display inlin fix wrap div tag make block level object necessari,1,0,5,3,1,1,2009-04-26 21:52:00,0,0,0,0,1,56541,791660,23107,0
15747964,800774,262114,2012-08-07 08:52:07,120,676,1196.21592592593,FALSE,thread access extern resourc which might block thread kill thread might onli option,2,-0.8074,7,3,1,1,2009-04-29 03:41:11,0,0,0,0,1,14860,800767,0,0
614587,804405,92794,2009-04-29 21:46:32,36,4,0.00199074074074074,TRUE,thank what look,0,0.4404,1,1,0,1,2009-04-29 21:43:40,1,0,0,0,0,81205,804381,92794,1
614587,804405,92794,2009-04-29 21:46:32,108,4,0.00199074074074074,TRUE,handl code chang queri includ particular where claus when need,0,0,18,6,1,1,2009-04-29 21:43:40,1,0,0,0,0,81205,804381,92794,1
618712,804736,93962,2009-04-30 20:38:04,40,14,0.889224537037037,FALSE,tri oracl cent work,1,0,3,2,1,1,2009-04-29 23:17:35,0,0,0,0,1,41619,804721,98074,0
27197976,818093,435436,2013-08-28 21:56:03,303,369,1578.00350694444,FALSE,maintain logic onli downsid class never chang never read persist version old data want freedom chang class without write hellish code deseri old version externaliz <CODE> help lot,6,0.2263,18,6,1,1,2009-05-03 21:51:00,0,0,0,0,1,21234,817853,0,0
666106,858146,745,2009-05-13 14:43:52,524,9057,0.0278009259259259,FALSE,convert list set take lot time use timeit timer <CODE> took set <CODE> took larger list item took ever longer second set second list move set code timer setup code onli run onc make set <CODE> slight quicker second total when repeat million time think convert set probabl ineffici use list unless need set featur,1,0,4,2,1,1,2009-05-13 14:03:50,0,0,1,0,0,74939,858109,46646,1
28695088,889124,1324709,2013-10-14 16:55:41,155,3164,1607.99174768519,TRUE,easi set look feel not not slow jet brain shown ide also veri flexibl although not easi use,1,0.6997,18,6,1,1,2009-05-20 17:07:34,0,0,0,1,0,65358,889097,4653,1
28695088,889124,1324709,2013-10-14 16:55:41,119,3164,1607.99174768519,TRUE,honest not expect answer kind full prejudic someon high reput score,1,0.5106,20,7,0,1,2009-05-20 17:07:34,0,0,0,1,0,65358,889097,4653,1
710082,893934,23283,2009-05-23 19:52:08,290,36624,2.1221875,FALSE,<CALL> understand doubt non dev want look code but assur inde true half prepar beta bug figur how explain code diff peopl who not everi day dev first time interest experi,0,0.8674,20,7,0,0,2009-05-21 16:56:11,0,1,0,0,0,23283,893913,1363,1
752794,900732,58359,2009-06-03 13:38:00,240,53,11.452974537037,FALSE,behavior want control left click multipl select right click popup browser menu problem firefox least treat control left click right click fire oncontextmenu event,0,0,18,6,1,1,2009-05-23 02:45:43,1,0,0,0,0,109070,888917,58359,1
720874,905878,23616,2009-05-26 21:17:44,31,191,1.53144675925926,TRUE,think probabl right,2,0,1,1,0,1,2009-05-25 08:32:27,1,0,0,0,0,111943,872206,23616,1
720874,905878,23616,2009-05-26 21:17:44,142,191,1.53144675925926,TRUE,although point <CALL> wininet dll would expect return status code absenc real http status code,2,0,9,4,1,1,2009-05-25 08:32:27,1,0,0,0,0,111943,872206,23616,1
735639,927550,82769,2009-05-29 19:42:14,128,1352,0.0340046296296296,FALSE,hideous hack solv problem like base lack understand actual problem,0,-0.3262,9,4,1,1,2009-05-29 18:53:16,0,0,0,0,1,104452,927482,32242,0
738099,930116,80601,2009-05-30 17:39:19,43,687,0.0269097222222222,TRUE,updat answer but not test,0,0,20,7,0,0,2009-05-30 17:00:34,0,1,0,0,0,80601,930074,82062,1
802742,930116,82062,2009-06-14 21:29:49,267,494,15.1869791666667,TRUE,<CALL> method would even better could accept form which need serial target html element which need updat paramet list addit paramet post serversid form serial page index,0,0.6705,18,6,1,1,2009-05-30 17:00:34,1,0,0,0,0,80601,930074,82062,1
742410,934341,13018,2009-06-01 11:01:58,115,15001,0.00226851851851852,FALSE,ach return true fals when confirm alreadi doe thing ? much cleaner return confirm foo bar ?,1,0.3296,16,6,1,1,2009-06-01 10:58:42,0,0,0,0,1,55351,934313,114298,0
743312,935177,95589,2009-06-01 15:10:32,29,1472,0.0102662037037037,TRUE,fantast glad could help,0,0.8622,20,7,0,0,2009-06-01 14:55:45,0,1,0,0,0,95589,935160,171025,1
40620556,935177,3140837,2014-09-20 06:52:50,326,152,1936.6646412037,TRUE,gentlemen look thing identifi what user name use environ function onc understand would like write statement close databas user not word open anoth help get start ? marches chihuahua sec ago edit,0,0.6369,14,5,1,1,2009-06-01 14:55:45,0,0,0,1,0,95589,935160,171025,1
745946,937690,59198,2009-06-02 04:01:28,106,1344,0.060150462962963,TRUE,actual got around pipe one line text file onli content work,0,0,18,6,1,1,2009-06-02 02:34:51,1,0,0,0,0,114066,937579,59198,1
755202,947042,47645,2009-06-03 20:32:41,40,967,0.00116898148148148,TRUE,snap give tri thank,0,0.7332,1,1,0,0,2009-06-03 20:31:00,1,0,0,0,0,112889,946869,47645,1
769160,960446,37213,2009-06-06 20:36:44,63,12741,0.00699074074074074,FALSE,not see how matter when print paper,0,0.0258,13,4,1,1,2009-06-06 20:26:40,0,0,1,0,0,,960432,55093,1
769160,960446,37213,2009-06-06 20:36:44,34,12741,0.00699074074074074,FALSE,what doe ?,0,0.5473,14,5,1,1,2009-06-06 20:26:40,0,0,1,0,0,,960432,55093,1
829712,1018304,51382,2009-06-19 21:49:35,35,2858,0.299791666666667,TRUE,but might need mac,0,0,18,6,1,1,2009-06-19 14:37:53,0,1,0,0,0,51382,1018217,18511,1
11386724,1022672,4066,2012-01-30 21:55:31,99,3978,953.990092592593,TRUE,new answer address issu <URL>,1,0,20,7,0,0,2009-06-20 22:09:47,0,0,1,0,0,71953,536814,999,1
850249,1039421,12605,2009-06-24 16:55:49,111,3427,0.0230324074074074,FALSE,also would faster easier use array map instead loop post array map trim post,0,0,4,2,1,1,2009-06-24 16:22:39,0,0,0,0,1,44065,1039377,0,0
852913,1041531,25581,2009-06-25 02:56:15,134,195,0.132256944444444,FALSE,not file data structur may contain socket file descriptor buffer but not socket,1,-0.1531,5,3,1,1,2009-06-24 23:45:48,0,0,0,1,0,34824,1041521,0,1
852913,1041531,25581,2009-06-25 02:56:15,352,195,0.132256944444444,FALSE,not pass file function expect socket bind exampl not pass socket function expect file fclose exampl usual usag word polymorph abl pass file anywher pass socket visa versa depend which way claim inherit run,1,0,17,6,1,1,2009-06-24 23:45:48,0,0,0,1,0,34824,1041521,0,1
3380271,1045493,66803,2010-07-16 19:15:30,183,1845,386.032349537037,TRUE,think may possibl solv miss intellisens problem <URL>,1,-0.4767,19,6,1,1,2009-06-25 18:28:55,0,0,1,0,0,9254,1045451,61962,1
866294,1053844,88558,2009-06-28 09:42:04,47,3458,0.435046296296296,FALSE,btw not downvot someon els,0,0,20,7,0,0,2009-06-27 23:15:36,0,0,1,0,0,44389,1053821,0,1
867413,1053844,44389,2009-06-28 20:44:50,282,13405,0.895300925925926,FALSE,respond michael comment amount not abl help but anyway think take simplifi view thing algorithm data structur tight intertwin alway need consid one consid not one way process,0,0.4574,18,6,1,1,2009-06-27 23:15:36,0,1,0,0,0,44389,1053821,0,1
15117662,1060338,452748,2012-07-12 14:50:07,25,581,1108.76453703704,FALSE,lock not work,0,0,13,4,1,1,2009-06-29 20:29:11,0,0,0,0,1,126260,1060280,0,0
19646641,1060338,38258,2013-01-05 22:46:26,55,1659,1286.0953125,FALSE,lock imag still get error,0,-0.4019,10,4,1,1,2009-06-29 20:29:11,0,0,0,0,1,126260,1060280,0,0
876065,1063344,33686,2009-06-30 14:44:27,352,7110,0.0996875,TRUE,<CALL> come world would call pointer rather refer film pointer instanc class film refer specif use place object sinc object variabl must pointer word pointer usual drop film instanc class film,3,0,18,6,1,1,2009-06-30 12:20:54,0,0,0,0,1,74772,1063336,0,0
32713558,1085157,481983,2014-02-08 12:33:35,53,1174,1678.42349537037,TRUE,see answer lipo down alway work,4,0,19,6,1,1,2009-07-06 02:23:45,0,0,0,0,1,61289,1085137,94239,0
908576,1094096,6330,2009-07-07 19:51:57,117,4808,0.0447337962962963,TRUE,phone develop onli need first one best way get detail where except occur,1,0.6369,18,6,1,1,2009-07-07 18:47:32,0,0,0,0,1,19679,1093999,113570,0
926137,1110392,82548,2009-07-10 17:34:37,116,963,0.0718055555555556,TRUE,phone support not requir becaus use flash use flash becaus phone support not requir ?,1,0,14,5,1,1,2009-07-10 15:51:13,0,0,0,0,1,14104,1110325,113845,0
1014113,1113085,32303,2009-07-28 02:09:58,42,720,16.8221990740741,FALSE,what particular would look ?,0,0,14,5,1,1,2009-07-11 06:26:00,1,0,0,0,0,127826,1113013,32303,1
1014113,1113085,32303,2009-07-28 02:09:58,148,720,16.8221990740741,FALSE,tdump not use befor btw seem look essenti work bpl creat pretti larg text file,0,0.6369,18,6,1,1,2009-07-11 06:26:00,1,0,0,0,0,127826,1113013,32303,1
14603806,1114707,1009061,2012-06-21 14:57:17,45,1613,1075.72055555556,TRUE,<CALL> ask question justin,0,0,20,7,0,0,2009-07-11 21:39:41,0,0,0,0,1,101811,1114619,48067,0
35252955,1114707,3127499,2014-04-14 19:25:03,201,296,1737.90650462963,TRUE,hey half million row end year six million inner join sum result sec avg index exact abov not chang what,0,0,9,4,1,1,2009-07-11 21:39:41,0,0,0,1,0,101811,1114619,48067,1
989120,1169329,1432,2009-07-23 02:56:04,131,3949,0.0056712962962963,FALSE,think mention multi dimension array threw sinc would not index string either,2,0,20,7,0,0,2009-07-23 02:47:54,0,0,0,0,1,76217,1169317,61164,0
1014364,1191416,45685,2009-07-28 03:36:14,186,1013,0.110625,FALSE,one way would load file list charact use contain stl std list char walk list elimin vowel ignor ani char,0,-0.4019,18,6,1,1,2009-07-28 00:56:56,0,1,0,0,0,45685,1191349,137109,1
1016475,1193747,123577,2009-07-28 12:45:56,37,54,0.0163425925925926,TRUE,yes seem good let chk code,0,0.6808,1,1,0,0,2009-07-28 12:22:24,1,0,0,0,0,76381,1193528,123577,1
1023049,1193747,123577,2009-07-29 12:49:02,300,56,1.01849537037037,TRUE,christian bit confus creat xml file creat separ xml file user which use web page how ani option creat xml file user machin ? easi map file javascript function,0,0.7269,14,5,1,1,2009-07-28 12:22:24,1,0,0,0,0,76381,1193528,123577,1
1028352,1202864,147150,2009-07-30 07:54:40,269,262,0.47287037037037,FALSE,host allow use share host account limit may place protect custom opinion connect fine outgrow share host could alway consid vps which offer much control,0,0.8442,18,6,1,1,2009-07-29 20:33:44,0,1,0,0,0,147150,1202786,0,1
27759599,1220605,1433273,2013-09-16 03:22:13,104,335,1504.9815162037,TRUE,<CALL> effect not quiet target content offset doe not fit well situat,1,-0.4449,13,4,1,1,2009-08-03 03:48:50,0,0,0,0,1,36007,1220354,26088,0
1068820,1242387,23283,2009-08-07 01:13:04,39,52123,0.00184027777777778,TRUE,<CALL> tri updat code,1,0,20,7,0,0,2009-08-07 01:10:25,0,1,0,0,0,23283,1242371,117700,1
3249599,1243435,363829,2010-07-01 17:25:18,51,85,328.412372685185,TRUE,<CALL> thank show boost lexic cast <CODE>,0,0.7603,1,1,0,0,2009-08-07 07:31:29,0,0,0,0,1,87234,1243428,0,0
1072852,1246290,143030,2009-08-07 18:37:22,133,536,0.00854166666666667,FALSE,current when user delet account code delet tabl say could autom ?,1,0,14,5,1,1,2009-08-07 18:25:04,1,0,0,0,0,47529,1246275,143030,1
1072852,1246290,143030,2009-08-07 18:37:22,61,536,0.00854166666666667,FALSE,curious mention updat what,1,0.3804,14,5,1,1,2009-08-07 18:25:04,1,0,0,0,0,47529,1246275,143030,1
3577650,1264711,244005,2010-08-08 13:52:19,53,213,361.267233796296,TRUE,pleas explain what memchang provid ?,0,0.3182,14,5,1,1,2009-08-12 07:27:30,0,0,0,0,1,64963,1132657,118065,0
3577650,1264711,244005,2010-08-08 13:52:19,73,213,361.267233796296,TRUE,thought memcach memori onli not serial disk thank,0,0.2481,18,6,1,1,2009-08-12 07:27:30,0,0,0,0,1,64963,1132657,118065,0
1132056,1300820,118854,2009-08-19 16:00:16,77,1019,0.0139814814814815,TRUE,sure but still not get point constructor whi,0,0.6858,14,5,1,1,2009-08-19 15:40:08,1,0,0,0,0,,1300778,118854,1
1138464,1305895,33213,2009-08-20 14:50:49,169,31297,0.0933449074074074,FALSE,cours when standard tool avail what need use but still argu import awar subtl problem first place,1,-0.5106,20,7,0,0,2009-08-20 12:36:24,0,1,0,0,0,33213,1305713,108069,1
34624848,1315668,603807,2014-03-28 18:24:47,345,1927,1679.34958333333,TRUE,ani suggest larg assembl ? when run code assembl instanc hang what feel like indefinit tri small assembl work fine know what think whi assembl part data layer generat use net teir templat mani tabl,1,0.5106,14,5,1,1,2009-08-22 10:01:23,0,0,0,0,1,22656,1315665,114916,0
2358557,1316993,227299,2010-03-04 17:58:42,52,150,193.887361111111,TRUE,better tool googl closur compil,1,0.4404,16,6,1,1,2009-08-22 20:40:54,0,0,0,0,1,138475,1316981,127660,0
2358557,1316993,227299,2010-03-04 17:58:42,223,150,193.887361111111,TRUE,allow defin type document make sure function call right param onli declar properti access see <URL>,1,0.3182,19,6,1,1,2009-08-22 20:40:54,0,0,0,0,1,138475,1316981,127660,0
1170178,1334748,4376,2009-08-26 15:50:27,79,1985,0.0924537037037037,FALSE,even not reliabl abl request not requir,1,0,18,6,1,1,2009-08-26 13:37:19,0,0,0,0,1,158014,1334728,46011,0
1197721,1356146,164352,2009-09-01 03:38:35,91,240,0.864456018518519,TRUE,believ method look list box get item rectangl see edit answer,0,0,18,6,1,1,2009-08-31 06:53:46,0,1,0,0,0,164352,1355842,165808,1
1199438,1361843,26702,2009-09-01 12:09:52,98,3410,0.0430787037037037,TRUE,perldoc perllol <CODE> good though find perldoc perldsc <CODE> even help though complex,1,0.7178,16,6,1,1,2009-09-01 11:07:50,0,0,0,0,1,146250,1361777,146250,0
1199438,1361843,26702,2009-09-01 12:09:52,284,3410,0.0430787037037037,TRUE,note get latest version perl document onlin <URL> also abl get document termin ani time assum reason standard perl instal though oper system remov doc,1,0,19,6,1,1,2009-09-01 11:07:50,0,0,0,0,1,146250,1361777,146250,0
1246158,1404011,21574,2009-09-10 10:57:44,145,3490,0.11130787037037,FALSE,<URL> <URL> may help <CALL>,0,0.4019,19,6,1,1,2009-09-10 08:17:27,0,1,0,0,0,21574,1403915,71883,1
4006457,1406618,305319,2010-09-23 21:26:25,55,3076,378.165138888889,FALSE,horribl obscur beautifli concis eye,160,-0.5267,20,7,0,0,2009-09-10 17:28:37,0,0,0,0,1,8435,784929,59107,0
1254260,1411858,168742,2009-09-11 16:35:13,159,19,0.0187152777777778,FALSE,unit goe differ differ phase within phase step onc unit gone phase return rest state,0,0,18,6,1,1,2009-09-11 16:08:16,1,0,0,0,0,16883,1411815,168742,1
1266860,1415707,138304,2009-09-14 19:13:31,299,6991,2.06190972222222,FALSE,actual method def tabl doe not specif limit howev onli bit avail index portion metadata token could probabl creat net assembl method could onli refer first plus doubt clr would load,0,-0.1027,18,6,1,1,2009-09-12 17:44:22,0,0,0,0,1,15541,1415665,21268,0
1269502,1425661,42585,2009-09-15 08:17:51,238,984,0.0359027777777778,FALSE,disagre data not given list semant unless data actual list not semant better wrong semant troubl exampl give imposs tell whether data list not,1,-0.7717,13,4,1,1,2009-09-15 07:26:09,0,0,0,1,0,14979,1425534,79435,1
